sRNA_ID	HCd120_1	HCd120_2	HCd120_3	HCd60_1	HCd60_2	HCd60_3	HCd90_1	HCd90_2	HCd90_3	PDd120_1	PDd120_2	PDd120_3	PDd60_1	PDd60_2	PDd60_3	PDd90_1	PDd90_2	PDd90_3	PSPd120_1	PSPd120_2	PSPd120_3	PSPd60_1	PSPd60_2	PSPd60_3	PSPd90_1	PSPd90_2	PSPd90_3
hsa-miR-4669	0	2	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-4670-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4671-3p	0	1	1	0	0	1	1	1	1	1	0	1	4	0	3	1	1	0	1	0	2	0	0	2	4	2	4
hsa-miR-4671-5p	0	0	0	2	0	2	3	0	1	0	0	3	3	1	2	6	2	0	0	2	0	1	6	0	1	2	0
hsa-miR-4672	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	1	0	0	0	0	0	0	0	1	0
hsa-miR-4673	2	0	1	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3	0	1
hsa-miR-4674	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4676-3p	0	0	0	3	0	4	3	0	4	2	0	0	1	0	3	1	0	3	0	0	1	1	2	9	0	0	1
hsa-miR-4676-5p	0	3	0	1	0	2	0	0	0	4	1	0	0	0	1	0	1	3	0	0	2	0	1	3	0	0	0
hsa-miR-4677-3p	162	155	202	227	153	243	208	229	178	124	96	125	246	150	327	342	244	214	121	142	136	115	147	131	114	212	142
hsa-miR-4677-5p	6	1	3	0	1	2	6	9	3	2	1	3	3	3	2	2	3	1	0	4	0	1	5	6	2	4	1
hsa-miR-4679	2	1	1	0	0	0	0	0	0	7	4	1	1	1	0	2	0	4	0	0	0	0	0	0	0	0	0
hsa-miR-4680-3p	0	0	1	1	0	3	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
hsa-miR-4680-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4681	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
hsa-miR-4682	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	2	2	3
hsa-miR-4683	0	1	1	1	0	0	2	1	1	1	0	1	1	2	0	0	0	2	0	0	1	0	0	1	0	0	2
hsa-miR-4684-3p	19	41	42	43	22	23	15	35	15	6	7	6	48	26	50	50	29	18	21	15	18	69	53	65	58	33	25
hsa-miR-4684-5p	0	0	0	2	0	0	0	0	3	4	0	0	2	1	0	4	4	1	1	1	1	3	0	1	0	0	0
hsa-miR-4685-3p	5	1	2	2	0	7	2	3	2	0	0	2	2	0	1	2	0	2	0	0	1	0	0	2	0	2	1
hsa-miR-4686	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4687-3p	4	3	3	4	7	10	5	5	2	1	3	0	3	4	4	2	4	3	1	0	1	5	1	3	2	6	0
hsa-miR-4687-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	1	0	0	0	0	0	0
hsa-miR-4688	0	0	1	0	1	1	1	3	0	1	2	0	1	0	1	4	1	0	0	2	0	0	1	0	0	1	0
hsa-miR-4689	2	4	1	2	0	1	1	1	0	1	0	0	3	0	0	1	0	1	1	2	2	0	0	0	4	2	0
hsa-miR-4690-3p	1	0	0	0	1	3	6	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	2	0	0
hsa-miR-4690-5p	0	0	1	2	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0
hsa-miR-4691-3p	5	1	6	11	2	8	5	4	2	1	0	0	7	1	12	7	2	4	4	5	1	2	2	11	6	6	5
hsa-miR-4691-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4693-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	1
hsa-miR-4695-3p	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4695-5p	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
hsa-miR-4697-3p	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4699-3p	1	1	4	4	3	10	6	6	4	9	0	0	2	2	7	1	1	1	0	1	0	4	2	1	0	0	0
hsa-miR-4699-5p	0	0	0	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4700-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4701-3p	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4701-5p	0	0	0	0	0	0	2	0	1	1	0	0	1	0	4	1	3	0	0	7	1	2	0	4	1	0	3
hsa-miR-4703-5p	6	1	0	7	2	1	6	9	3	0	0	0	3	2	3	2	1	4	0	1	6	0	0	1	2	1	1
hsa-miR-4705	25	15	28	22	9	26	34	38	34	41	17	29	17	5	29	81	61	39	38	45	49	3	14	29	27	21	54
hsa-miR-4706	0	0	0	1	0	0	0	0	0	2	1	1	2	0	0	3	4	0	0	1	0	0	0	0	0	1	1
hsa-miR-4707-3p	1	0	0	0	0	0	0	0	0	0	1	1	9	0	6	1	2	2	3	1	3	0	3	0	1	0	6
hsa-miR-4707-5p	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4708-3p	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-3p	1	2	2	8	4	4	0	8	4	0	0	0	5	3	5	5	0	5	5	2	5	4	1	3	1	3	2
hsa-miR-4709-5p	0	0	1	11	1	9	3	6	0	0	0	1	0	1	6	1	3	2	1	1	0	2	0	2	0	0	0
hsa-miR-4711-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4711-5p	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-3p	0	0	2	0	0	1	1	0	0	0	0	5	0	2	3	2	0	3	0	0	1	1	1	0	3	2	0
hsa-miR-4712-5p	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
hsa-miR-4713-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4713-5p	1	5	4	0	0	1	0	0	2	0	0	0	4	1	2	1	0	0	0	0	0	0	4	1	0	0	1
hsa-miR-4714-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	5	0	1	0	0	1	1	1	0	0	0	3
hsa-miR-4714-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4715-3p	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4715-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4716-3p	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4716-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4717-3p	0	3	9	7	2	2	0	3	0	1	3	3	11	9	15	3	4	3	1	3	6	10	6	6	3	1	3
hsa-miR-4717-5p	0	3	7	7	2	2	0	3	0	1	3	2	11	7	15	3	4	3	1	2	5	10	6	6	3	1	1
hsa-miR-4721	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4723-3p	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4723-5p	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	0	0
hsa-miR-4724-5p	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4725-3p	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4726-5p	3	4	1	3	2	6	2	1	1	0	1	1	7	3	9	6	6	2	1	3	1	1	3	2	1	4	6
hsa-miR-4727-3p	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4728-3p	2	0	3	5	1	3	2	4	2	1	6	3	3	2	2	6	1	0	2	0	1	1	3	4	1	0	2
hsa-miR-4728-5p	2	1	2	1	1	2	0	3	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	2
hsa-miR-4729	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0
hsa-miR-4730	0	0	1	1	0	0	0	1	0	2	0	0	1	2	0	1	0	0	0	1	4	3	0	3	7	1	2
hsa-miR-4731-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4733-3p	0	3	1	0	0	4	1	0	0	2	0	0	0	0	4	1	4	2	2	6	2	0	0	1	0	0	1
hsa-miR-4733-5p	1	2	6	0	0	1	1	0	0	1	0	6	1	0	2	2	2	3	4	1	1	0	1	2	1	1	6
hsa-miR-4734	0	3	3	0	1	4	3	1	0	0	1	2	1	1	1	3	1	3	2	1	1	3	1	0	0	1	0
hsa-miR-4735-3p	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4735-5p	1	0	5	0	0	1	4	1	2	0	0	0	1	0	3	1	0	1	0	0	2	0	0	1	0	0	0
hsa-miR-4738-3p	0	0	3	7	1	5	7	1	3	3	1	1	0	0	8	4	1	0	0	1	0	4	2	2	0	1	0
hsa-miR-4738-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4739	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4740-5p	0	2	1	0	0	0	3	1	0	1	0	1	2	0	3	4	1	2	1	4	0	0	0	1	3	1	0
hsa-miR-4741	0	2	2	2	0	2	0	1	1	0	0	0	3	5	0	0	0	1	0	4	1	5	1	1	0	2	2
hsa-miR-4742-3p	10	7	4	7	9	9	6	19	17	7	6	6	6	9	10	10	8	6	6	11	13	11	10	5	7	11	15
hsa-miR-4742-5p	3	5	2	3	1	6	3	1	1	2	2	2	13	5	8	5	1	1	0	1	1	1	2	8	5	2	10
hsa-miR-4743-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
hsa-miR-4743-5p	6	2	6	3	1	2	7	5	2	1	0	3	2	0	1	7	6	6	2	2	5	4	3	2	13	3	6
hsa-miR-4744	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	1	0
hsa-miR-4745-3p	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
hsa-miR-4745-5p	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-4746-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4746-5p	33	43	50	109	61	149	56	61	37	8	6	1	129	90	123	39	30	26	2	12	17	37	32	39	4	26	8
hsa-miR-4747-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-4747-5p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4748	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
hsa-miR-4749-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-4749-5p	0	1	2	3	1	1	0	0	2	3	0	0	3	1	5	2	1	2	0	0	2	0	0	1	0	1	0
hsa-miR-4750-5p	3	0	1	2	1	3	1	4	0	2	1	0	1	1	1	2	5	2	1	2	2	0	4	5	2	3	9
hsa-miR-4751	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
hsa-miR-4752	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-3p	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0
hsa-miR-4753-5p	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4754	0	1	0	2	0	3	1	2	2	0	2	2	2	1	1	2	3	0	0	0	0	0	0	0	2	1	2
hsa-miR-4755-3p	1	0	5	3	0	3	0	1	0	1	0	0	4	3	1	1	1	0	0	0	0	3	0	3	0	2	0
hsa-miR-4755-5p	0	0	1	3	0	2	0	1	0	0	0	0	4	2	1	1	1	0	0	0	0	0	0	3	0	1	0
hsa-miR-4757-3p	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4757-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4759	1	2	0	0	0	0	1	0	1	19	18	11	3	1	2	2	2	4	0	0	0	1	0	0	0	0	0
hsa-miR-4760-5p	0	5	11	1	0	1	7	4	8	11	6	3	4	0	13	21	25	8	11	11	18	2	5	5	15	12	11
hsa-miR-4761-3p	0	0	0	3	0	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	3	0	4	4	0	0	0
hsa-miR-4761-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4762-3p	1	5	0	5	6	7	5	2	8	6	1	1	5	1	4	10	3	2	4	5	3	2	4	3	3	6	2
hsa-miR-4762-5p	0	1	0	4	0	3	1	0	1	0	0	1	0	0	2	0	2	0	0	0	1	0	2	1	0	0	0
hsa-miR-4763-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
hsa-miR-4763-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4764-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
hsa-miR-4764-5p	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4765	2	4	1	0	0	0	1	0	1	1	3	0	1	0	3	4	0	0	0	0	0	1	0	1	0	1	1
hsa-miR-4766-3p	0	0	1	0	0	0	1	0	1	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-4766-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4767	1	0	1	0	0	0	0	1	0	1	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4768-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4768-5p	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-4769-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4769-5p	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4773	0	2	0	0	0	0	0	0	0	0	1	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4774-5p	0	2	8	1	2	2	0	1	4	2	0	0	1	5	4	7	1	1	3	1	3	1	2	1	3	5	4
hsa-miR-4775	3	2	2	4	8	4	1	1	0	0	2	1	0	0	8	5	1	3	0	3	0	1	2	4	1	0	1
hsa-miR-4776-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4779	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4781-3p	9	6	3	4	10	4	4	10	3	5	3	0	6	5	4	12	9	7	1	2	5	1	1	7	9	10	4
hsa-miR-4781-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4782-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	2	0	0
hsa-miR-4782-5p	0	3	4	3	7	7	5	2	6	2	1	1	3	3	5	2	1	2	1	5	1	0	0	1	1	2	0
hsa-miR-4783-3p	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4784	0	3	0	3	0	1	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4785	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4786-3p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4786-5p	4	8	8	5	3	17	10	7	3	3	2	4	8	4	11	9	6	5	3	1	5	2	4	3	6	7	2
hsa-miR-4787-3p	18	18	28	44	34	51	35	32	26	8	4	7	24	20	53	48	57	30	20	12	25	20	17	16	6	32	16
hsa-miR-4787-5p	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-4788	0	0	0	1	0	1	0	0	0	0	1	1	4	2	0	2	3	1	0	0	1	0	0	1	0	0	2
hsa-miR-4790-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-4790-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4791	15	7	32	20	4	25	27	11	4	23	9	15	21	6	21	19	19	5	9	8	13	17	20	17	16	19	5
hsa-miR-4793-3p	12	10	13	15	8	21	14	9	5	3	7	2	14	15	30	10	14	9	6	10	12	17	18	9	14	7	15
hsa-miR-4794	1	3	4	3	3	13	6	11	5	2	0	2	3	1	4	8	2	2	1	1	2	0	8	5	1	3	6
hsa-miR-4795-3p	0	2	2	4	7	4	6	3	2	11	1	1	4	0	3	13	9	5	5	6	7	2	0	5	4	5	13
hsa-miR-4795-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-4796-3p	0	0	0	1	1	0	0	1	1	1	0	0	1	1	2	2	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-4796-5p	2	1	4	2	3	3	4	3	1	3	4	1	4	3	3	4	3	7	3	4	4	1	3	2	0	4	3
hsa-miR-4797-3p	19	8	11	4	4	4	5	15	6	6	2	2	11	7	4	25	7	5	10	4	7	2	5	4	6	3	6
hsa-miR-4797-5p	2	1	2	1	2	1	0	0	1	2	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1
hsa-miR-4798-3p	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4798-5p	85	91	119	157	111	190	164	157	125	61	57	40	204	111	215	261	210	204	74	76	111	152	157	166	174	112	128
hsa-miR-4799-5p	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4800-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4802-3p	0	2	1	5	2	6	3	9	9	4	1	0	1	1	6	3	6	1	1	1	1	0	0	1	0	3	4
hsa-miR-4802-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4803	1	0	0	0	0	2	2	1	5	2	3	6	2	1	5	11	10	2	2	3	6	1	3	3	3	5	11
hsa-miR-4804-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0
hsa-miR-4804-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-483-3p	5	3	11	20	13	28	13	17	14	521	314	381	105	52	161	258	203	141	0	3	0	2	11	10	0	6	21
hsa-miR-483-5p	15	3	7	14	8	10	6	5	14	99	104	110	52	33	55	80	72	54	3	0	2	1	4	0	1	2	8
hsa-miR-484	435	484	636	1233	650	1196	544	737	408	591	274	384	929	516	1455	1370	890	814	506	594	713	456	941	1059	317	585	1343
hsa-miR-485-3p	5	6	3	15	19	10	10	23	6	25	21	26	41	22	55	47	22	23	23	12	21	3	16	12	9	15	36
hsa-miR-485-5p	48	46	49	107	73	130	92	144	71	164	154	139	260	154	305	330	257	194	89	92	129	86	79	84	143	91	83
hsa-miR-486-3p	368	332	433	310	113	317	360	450	294	4345	2886	3535	1032	537	1102	2294	1698	1359	1344	1547	1531	403	556	623	938	1419	1786
hsa-miR-486-5p	365	325	432	307	114	314	351	448	294	4334	2884	3526	1025	531	1088	2291	1689	1353	1342	1546	1537	393	544	610	932	1418	1786
hsa-miR-487a-3p	17	10	20	51	23	59	38	32	29	30	17	22	67	37	91	37	22	29	20	23	24	14	22	37	23	6	30
hsa-miR-487a-5p	1	0	0	6	7	8	4	10	10	32	5	13	26	17	29	14	16	18	12	4	6	3	7	11	3	4	6
hsa-miR-487b-3p	76	76	74	245	152	204	153	178	143	192	109	141	488	216	665	330	222	201	114	153	156	116	253	232	104	65	151
hsa-miR-487b-5p	1	0	0	2	5	0	1	4	3	5	7	3	7	6	22	8	1	7	8	0	4	0	0	1	4	4	6
hsa-miR-488-3p	208	179	247	536	358	551	396	471	306	177	57	87	294	156	441	573	391	306	316	287	379	228	518	491	216	179	719
hsa-miR-488-5p	662	532	811	1171	859	1125	935	1020	700	323	257	219	848	504	1109	1239	845	833	679	786	915	400	667	618	604	761	1045
hsa-miR-489-3p	6	1	10	15	6	17	2	19	2	1	0	3	6	0	13	3	2	9	0	2	2	2	0	4	7	6	1
hsa-miR-490-3p	227	193	281	97	58	100	545	648	462	474	203	253	209	77	334	1403	961	861	1447	1468	1817	93	319	337	700	495	1733
hsa-miR-490-5p	48	33	67	25	4	24	109	136	85	112	61	79	85	30	79	282	226	147	374	403	388	45	94	83	287	228	398
hsa-miR-491-3p	31	29	38	22	16	26	23	27	20	5	4	2	5	8	18	13	8	12	4	6	15	5	14	7	9	3	10
hsa-miR-491-5p	117	102	146	150	100	162	133	175	126	89	72	75	116	76	152	276	279	151	115	108	84	48	90	67	53	95	160
hsa-miR-493-3p	5	8	21	67	25	69	67	74	56	95	108	102	215	179	229	71	36	36	10	5	7	53	49	70	41	21	18
hsa-miR-493-5p	110	78	144	633	353	545	691	868	494	1126	835	1046	2271	1222	2672	695	544	480	148	188	211	427	523	611	222	149	136
hsa-miR-494-3p	46	52	63	350	266	340	123	185	123	43	54	57	583	379	826	252	188	148	20	23	16	60	106	112	22	43	59
hsa-miR-494-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-495-3p	37	58	72	248	172	230	133	187	129	69	43	59	419	328	612	162	136	85	52	34	25	108	129	131	64	39	61
hsa-miR-495-5p	1	0	0	0	3	0	0	1	1	1	0	1	2	0	6	4	2	0	0	0	0	0	0	0	1	0	0
hsa-miR-496	1	0	1	4	3	12	1	12	3	3	0	4	18	14	18	10	6	7	4	0	4	12	4	10	2	3	4
hsa-miR-497-3p	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-497-5p	64	31	49	20	8	20	31	28	31	27	9	5	2	2	7	18	21	6	6	14	6	6	8	7	7	6	20
hsa-miR-4999-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	3	0	0	0	0	0	0	0	2	0	0
hsa-miR-4999-5p	5	10	4	4	1	9	14	7	8	19	15	8	9	5	12	35	23	15	12	5	12	6	4	9	11	10	19
hsa-miR-499a-3p	1	0	0	0	0	1	2	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0
hsa-miR-499a-5p	181	185	270	233	139	229	259	334	252	1116	685	825	556	278	743	1030	849	626	200	196	201	99	178	216	180	151	276
hsa-miR-499b-3p	152	170	255	210	119	218	245	318	244	1079	670	807	547	262	712	1005	831	596	193	189	194	92	162	208	179	142	266
hsa-miR-499b-5p	4	0	0	1	0	1	2	1	2	1	1	0	3	0	2	0	2	0	0	0	0	1	3	1	1	1	0
hsa-miR-5000-3p	7	9	9	9	12	27	16	24	11	8	7	5	10	12	15	21	13	17	4	7	16	5	10	14	8	12	18
hsa-miR-5000-5p	0	1	0	0	1	3	0	0	0	1	1	0	0	0	0	0	3	0	0	0	2	3	1	1	0	0	3
hsa-miR-5001-3p	7	4	3	8	1	12	1	13	9	3	1	1	5	0	9	3	5	1	2	2	3	3	3	4	1	2	3
hsa-miR-5001-5p	3	4	12	14	9	6	3	10	9	3	1	0	6	5	4	14	6	4	0	2	6	7	7	13	3	0	4
hsa-miR-5002-3p	3	3	0	6	3	2	1	4	5	3	1	2	0	4	6	8	1	2	5	5	3	5	1	3	4	4	3
hsa-miR-5002-5p	10	20	31	47	17	32	30	37	31	38	11	19	36	42	67	80	61	52	39	35	47	21	37	63	41	29	32
hsa-miR-5003-3p	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5003-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5004-3p	3	1	2	3	0	5	4	7	3	1	0	0	0	0	3	0	0	0	3	2	4	0	2	2	0	8	1
hsa-miR-5004-5p	6	10	12	11	9	12	9	8	6	2	7	4	13	7	8	6	15	5	10	6	5	5	6	6	4	0	6
hsa-miR-5006-3p	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1
hsa-miR-5006-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-5008-3p	0	0	0	0	0	0	0	3	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0
